Medical_Condition_Upper Respiratory Infections,Medical_Condition_Milk Fever,Medical_Condition_Hip Dysplasia,BMI,Medical_Condition_Parasites,Medical_Condition_Foot Rot,Medical_Condition_Encephalitozoon,Medical_Condition_RHD,Medical_Condition_Canine Distemper,Weight_kg,Medical_Condition_Lyme Disease,Medical_Condition_Pasteurellosis,Medical_Condition_Caseous Lymphadenitis,Medical_Condition_Mastitis,Medical_Condition_Ketosis,Medical_Condition_FLUTD,Medical_Condition_Strangles,Medical_Condition_Heartworm,Species_Horse,Medical_Condition_Pancreatitis,Medical_Condition_GI Stasis,Medical_Condition_Hyperthyroidism,Medical_Condition_Chronic Kidney Disease,Medical_Condition_Parvovirus,Medical_Condition_Bloat,Medical_Condition_Equine Influenza,Medical_Condition_Scrapie,Species_Cow,Medical_Condition_Enterotoxemia,Medical_Condition_Myxomatosis,Species_Rabbit,Medical_Condition_Uterine Tumors,Medical_Condition_Pregnancy Toxemia,Species_Sheep,Medical_Condition_Dental Disease,Species_Dog,Medical_Condition_PPID,True Label,Predicted Label
False,False,False,0.3369118174340371,False,False,False,False,False,0.4441341484891941,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.39554552548879,False,False,False,False,False,0.6356202983872996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.3929934828000759,False,False,False,False,False,0.6433441517598811,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.4898867399236496,False,False,False,False,False,0.6793468689460839,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.3084386138822685,False,False,False,False,False,0.3857523838277102,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.3713960306245122,False,False,False,False,False,0.6135431604900998,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.2661506337924197,False,False,False,False,False,0.4627267466727048,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.5770569253158416,False,False,False,False,False,0.8889601730948247,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.4470714782865458,False,False,False,False,False,0.5855913653860668,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.7364014088962944,False,False,False,False,False,0.8714368380003522,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.6621812583046844,False,False,False,False,False,0.8041990590484815,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.2058718073102313,False,False,False,False,False,0.400797544468765,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.2549511737287242,False,False,False,False,False,0.3801544770674516,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.2841414801847594,False,False,False,False,False,0.5467582459053513,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.4105414126927214,False,False,False,False,False,0.553324779228621,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.7857971442431401,False,False,False,False,False,0.0507837069464362,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.2179781916352055,False,False,False,False,False,0.0507837069464362,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.5462215004323708,False,False,False,False,False,0.8267668000100636,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.4610549849197478,False,False,False,False,False,0.7955443178101491,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.315799464281948,False,False,False,False,False,0.5251591315067804,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.3133317866407947,False,False,False,False,False,0.4091881148262761,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.3735473393373125,False,False,False,False,False,0.6805796663899162,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.5355493219159302,False,False,False,False,False,0.9567766120713512,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.204247780144686,False,False,False,False,False,0.3958915138249427,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.3122350410225044,False,False,False,False,False,0.4220318514604876,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.4610338936578575,False,False,False,False,False,0.7297783480514252,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.315799464281948,False,False,False,False,False,0.7071099705638161,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.304663278003923,False,False,False,False,False,0.4647394771932472,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.4298610085841435,False,False,False,False,False,0.5094346743150426,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.6569506253559151,False,False,False,False,False,0.7893048531964676,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.3122139497606142,False,False,False,False,False,0.5270334868040354,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.3204184506359016,False,False,False,False,False,0.4024077288851989,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.5029211397717925,False,False,False,False,False,0.739024328880167,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.2780671967603821,False,False,False,False,False,0.5066420107177899,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.5317528947756944,False,False,False,False,False,0.7775681183485545,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.562778141016177,False,False,False,False,False,0.933303142375525,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.5310357918714277,False,False,False,False,False,0.8606435705839434,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.7382996224664121,False,False,False,False,False,0.9162578307796814,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.4660747052496151,False,False,False,False,False,0.7804362593403275,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.7184738362896252,False,False,False,False,False,0.9484615191083604,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.4385506084829055,False,False,False,False,False,0.5862203436737363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.3407082445742729,False,False,False,False,False,0.4892444712808514,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.4799527555733659,False,False,False,False,False,0.7017636551186253,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.4811760487629975,False,False,False,False,False,0.9366996251289404,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.315799464281948,False,False,False,False,False,0.6466148388557627,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.4206441271381266,False,False,False,False,False,0.6661131657735174,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.3388733047898256,False,False,False,False,False,0.4841749062822351,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.315799464281948,False,False,False,False,False,0.8792613278989609,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.2488557990424566,False,False,False,False,False,0.4752308350315746,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.2496994495180646,False,False,False,False,False,0.4719601479356932,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.6418703731044227,False,False,False,False,False,0.7796689058293707,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.4733300993398435,False,False,False,False,False,0.5728734244093893,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.2558791892518929,False,False,False,False,False,0.4045588346290286,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.3128466876173201,False,False,False,False,False,0.5542556670943719,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.2682175774576593,False,False,False,False,False,0.3786575087427982,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.3008035770780166,False,False,False,False,False,0.5267441567917075,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.3363212621011115,False,False,False,False,False,0.5878053689586634,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.2190327547297154,False,False,False,False,False,0.3795003396482753,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.4956657456815642,False,False,False,False,False,0.8341510051073037,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.4002488768903043,False,False,False,False,False,0.7344831056431931,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.315799464281948,False,False,False,False,False,0.4010994540468463,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.3966633623689705,False,False,False,False,False,0.5800940951518353,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.4366734861746779,False,False,False,False,False,0.6717110725337762,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.2013582772657288,False,False,False,False,False,0.3850982464085339,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.2847531267795752,False,False,False,False,False,0.5306689813067652,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.5847763271676544,False,False,False,False,False,0.9394797091604398,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.530002320038808,False,False,False,False,False,0.9341585528467556,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.2442789952122835,False,False,False,False,False,0.4433919541097442,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.6540189399531774,False,False,False,False,False,0.7977205826854856,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.315799464281948,False,False,False,False,False,0.7468991370417892,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.3813932887604666,False,False,False,False,False,0.0507837069464362,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.2978086178896084,False,False,False,False,False,0.4944775706342617,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.2871575306350579,False,False,False,False,False,0.4334666767303192,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.7293147449011874,False,False,False,False,False,0.9755201650439026,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.2648851580790078,False,False,False,False,False,0.5025662314136915,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.7204142323835234,False,False,False,False,False,0.8904319822879714,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.6403096197245481,False,False,False,False,False,0.8267919591415703,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.2317718769113956,False,False,False,False,False,0.4036908445920447,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.2779828317128214,False,False,False,False,False,0.3958789342591893,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.315799464281948,False,False,False,False,False,0.9972828137972676,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.315799464281948,False,False,False,False,False,0.7256648300500667,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.5404846771982367,False,False,False,False,False,0.6797116763529323,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.5581591546622234,False,False,False,False,False,0.8089163962060029,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.4017463564845085,False,False,False,False,False,0.75591868568697,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.5082361377681226,False,False,False,False,False,0.9202958713865196,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.315799464281948,False,False,False,False,False,0.7216771077062419,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.4521544724020838,False,False,False,False,False,0.6356202983872996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.2330162613629173,False,False,False,False,False,0.4083830226180592,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.4962141184907093,False,False,False,False,False,0.6272423075955418,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.3122139497606142,False,False,False,False,False,0.5293984451656728,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.4761352371712399,False,False,False,False,False,0.8081238835635393,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.6226140509986712,False,False,False,False,False,0.8024253402772535,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.7202244110265117,False,False,False,False,False,0.9306111153042996,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.7538438824794887,False,False,False,False,False,0.9227866254056908,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.4172484339738047,False,False,False,False,False,0.7357788009157923,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.3249319806804041,False,False,False,False,False,0.4497446348152061,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.3768164849302933,False,False,False,False,False,0.4776964299192392,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.7739227637989581,False,False,False,False,False,0.9196794726646036,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.2586210532976188,False,False,False,False,False,0.5051324628273831,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.3047054605277033,False,False,False,False,False,0.5220142400684328,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.5694218885115897,False,False,False,False,False,0.8226281228771982,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.3200809904456584,False,False,False,False,False,0.5194605882204946,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.4670449032965642,False,False,False,False,False,0.911666289279694,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.4122708961677176,False,False,False,False,False,0.5421163861423502,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.4801214856684875,False,False,False,False,False,0.0507837069464362,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.4815767827389113,False,False,False,False,False,0.9085842956701132,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.315799464281948,False,False,False,False,False,0.6907062168213953,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.3571383375867378,False,False,False,False,False,0.4741615719425365,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.4371374939362622,False,False,False,False,False,0.6404256925050947,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.2637462299369371,False,False,False,False,False,0.4539210506453316,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.315799464281948,False,False,False,False,False,0.4981508038342516,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.3123194060700652,False,False,False,False,False,0.5156238206657106,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.5483306266213908,False,False,False,False,False,0.6809822124940247,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.334254318435872,False,False,False,False,False,0.4080307947769643,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.4063231603146816,False,False,False,False,False,0.5964475306312426,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.5212283550924851,False,False,False,False,False,0.8415729489018038,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.2631767658659018,False,False,False,False,False,0.4882884242835937,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.315799464281948,False,False,False,False,False,0.0507837069464362,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.2794170375213549,False,False,False,False,False,0.4636198958411955,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.5387341024613502,False,False,False,False,False,0.8383903187661962,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.4799738468352562,False,False,False,False,False,0.5720180139381589,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.3920654672769072,False,False,False,False,False,0.7362442448486677,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.49311370299285,False,False,False,False,False,0.6496590937680832,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.3138379769261595,False,False,False,False,False,0.5942838453216595,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.4646615907029717,False,False,False,False,False,0.870078244898986,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.6780207959842237,False,False,False,False,False,0.9530279014768408,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.6340666062050492,False,False,False,False,False,0.990238256975369,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.6414485478666189,False,False,False,False,False,0.8785946109140311,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.3067091304072722,False,False,False,False,False,0.4580723073439505,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.2456288359732562,False,False,False,False,False,0.4792940347699197,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.5832999388353405,False,False,False,False,False,0.8753616625154099,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.4864699554974374,False,False,False,False,False,0.6291418220243037,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.4531668529728134,False,False,False,False,False,0.7088207915062772,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.4033282011262734,False,False,False,False,False,0.5209323974136413,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.371796764600426,False,False,False,False,False,0.5459783128286411,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.2896673907999915,False,False,False,False,False,0.5447706745163157,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.486955054520912,False,False,False,False,False,0.6397967142174251,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.4130512728576551,False,False,False,False,False,0.5766472941354064,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.6156328433130154,False,False,False,False,False,0.9309256044481344,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
False,False,False,0.6860776580262797,False,False,False,False,False,0.9231262736810324,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.390989812920507,False,False,False,False,False,0.5698920673258359,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,19
False,False,False,0.6008056862042056,False,False,False,False,False,0.7902483206279719,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.7135384810073186,False,False,False,False,False,0.8795129192140286,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,19
False,False,False,0.3505156813532153,False,False,False,False,False,0.6743024630789745,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30,11
False,False,False,0.2105540674498555,False,False,False,False,False,0.3805318640400533,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,19
False,False,False,0.3033767110286208,False,False,False,False,False,0.41888696002214,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,11
